Origin,Year,Import,Type
Hongkong,2014,116.2,Tellecommunication Equipment
Hongkong,2015,41,Tellecommunication Equipment
Hongkong,2016,97.3,Tellecommunication Equipment
Hongkong,2017,129.9,Tellecommunication Equipment
Korea Rep of,2002,27.2,Tellecommunication Equipment
Korea Rep of,2003,116.1,Tellecommunication Equipment
Korea Rep of,2004,134,Tellecommunication Equipment
Korea Rep of,2005,79.2,Tellecommunication Equipment
Korea Rep of,2006,50.6,Tellecommunication Equipment
Korea Rep of,2007,114.6,Tellecommunication Equipment
Korea Rep of,2008,434.2,Tellecommunication Equipment
Korea Rep of,2009,366.8,Tellecommunication Equipment
Korea Rep of,2010,680.1,Tellecommunication Equipment
Korea Rep of,2011,428.6,Tellecommunication Equipment
Korea Rep of,2012,299.5,Tellecommunication Equipment
Korea Rep of,2013,238.9,Tellecommunication Equipment
Korea Rep of,2014,326.6,Tellecommunication Equipment
Korea Rep of,2015,126.5,Tellecommunication Equipment
Korea Rep of,2016,95.2,Tellecommunication Equipment
Korea Rep of,2017,185.9,Tellecommunication Equipment
China,2002,73.8,Tellecommunication Equipment
China,2003,85.6,Tellecommunication Equipment
China,2004,218.6,Tellecommunication Equipment
China,2005,210.5,Tellecommunication Equipment
China,2006,265.3,Tellecommunication Equipment
China,2007,741.7,Tellecommunication Equipment
China,2008,2033.4,Tellecommunication Equipment
China,2009,1848,Tellecommunication Equipment
China,2010,2987.4,Tellecommunication Equipment
China,2011,3360.7,Tellecommunication Equipment
China,2012,3672.1,Tellecommunication Equipment
China,2013,3970.2,Tellecommunication Equipment
China,2014,3984.4,Tellecommunication Equipment
China,2015,2353.5,Tellecommunication Equipment
China,2016,2138.2,Tellecommunication Equipment
China,2017,4419.2,Tellecommunication Equipment
Singapore,2002,19.9,Tellecommunication Equipment
Singapore,2003,30.3,Tellecommunication Equipment
Singapore,2004,29.5,Tellecommunication Equipment
Singapore,2005,29,Tellecommunication Equipment
Singapore,2006,77.2,Tellecommunication Equipment
Singapore,2007,77.3,Tellecommunication Equipment
Singapore,2008,1050.1,Tellecommunication Equipment
Singapore,2009,395.7,Tellecommunication Equipment
Singapore,2010,284.8,Tellecommunication Equipment
Singapore,2011,248.8,Tellecommunication Equipment
Singapore,2012,170.5,Tellecommunication Equipment
Singapore,2013,203.6,Tellecommunication Equipment
Singapore,2014,259.8,Tellecommunication Equipment
Singapore,2015,243.4,Tellecommunication Equipment
Singapore,2016,233.5,Tellecommunication Equipment
Singapore,2017,400,Tellecommunication Equipment
Malaysia,2002,16.3,Tellecommunication Equipment
Malaysia,2003,23.2,Tellecommunication Equipment
Malaysia,2004,42.7,Tellecommunication Equipment
Malaysia,2005,33.9,Tellecommunication Equipment
Malaysia,2006,46.1,Tellecommunication Equipment
Malaysia,2007,57.5,Tellecommunication Equipment
Malaysia,2008,203.1,Tellecommunication Equipment
Malaysia,2009,117.9,Tellecommunication Equipment
Malaysia,2010,202.6,Tellecommunication Equipment
Malaysia,2011,265.8,Tellecommunication Equipment
Malaysia,2012,361,Tellecommunication Equipment
Malaysia,2013,295.3,Tellecommunication Equipment
Malaysia,2014,295.7,Tellecommunication Equipment
Malaysia,2015,52,Tellecommunication Equipment
Malaysia,2016,107.4,Tellecommunication Equipment
Malaysia,2017,283.6,Tellecommunication Equipment
India,2002,0,Tellecommunication Equipment
India,2003,0,Tellecommunication Equipment
India,2004,0,Tellecommunication Equipment
India,2005,0,Tellecommunication Equipment
India,2006,0,Tellecommunication Equipment
India,2007,57.1,Tellecommunication Equipment
India,2008,226.3,Tellecommunication Equipment
India,2009,417.8,Tellecommunication Equipment
India,2010,396.7,Tellecommunication Equipment
India,2011,266.1,Tellecommunication Equipment
India,2012,303.1,Tellecommunication Equipment
India,2013,321,Tellecommunication Equipment
India,2014,30.8,Tellecommunication Equipment
India,2015,32.7,Tellecommunication Equipment
India,2016,5.5,Tellecommunication Equipment
India,2017,19.7,Tellecommunication Equipment
Germany,2002,126.1,Tellecommunication Equipment
Germany,2003,128.9,Tellecommunication Equipment
Germany,2004,255.2,Tellecommunication Equipment
Germany,2005,261,Tellecommunication Equipment
Germany,2006,93,Tellecommunication Equipment
Germany,2007,282.3,Tellecommunication Equipment
Germany,2008,354.8,Tellecommunication Equipment
Germany,2009,114.4,Tellecommunication Equipment
Germany,2010,77.2,Tellecommunication Equipment
Germany,2011,62.7,Tellecommunication Equipment
Germany,2012,36.2,Tellecommunication Equipment
Germany,2013,18.9,Tellecommunication Equipment
Germany,2014,13.2,Tellecommunication Equipment
Germany,2015,7,Tellecommunication Equipment
Germany,2016,24.5,Tellecommunication Equipment
Germany,2017,23.4,Tellecommunication Equipment
Sweden,2002,92.6,Tellecommunication Equipment
Sweden,2003,40.2,Tellecommunication Equipment
Sweden,2004,170.7,Tellecommunication Equipment
Sweden,2005,242.2,Tellecommunication Equipment
Sweden,2006,288.2,Tellecommunication Equipment
Sweden,2007,411.6,Tellecommunication Equipment
Sweden,2008,542.3,Tellecommunication Equipment
Sweden,2009,340.2,Tellecommunication Equipment
Sweden,2010,258,Tellecommunication Equipment
Sweden,2011,242.9,Tellecommunication Equipment
Sweden,2012,581.9,Tellecommunication Equipment
Sweden,2013,330.6,Tellecommunication Equipment
Sweden,2014,152.2,Tellecommunication Equipment
Sweden,2015,169.8,Tellecommunication Equipment
Sweden,2016,89.4,Tellecommunication Equipment
Sweden,2017,41.4,Tellecommunication Equipment
Finland,2002,10.8,Tellecommunication Equipment
Finland,2003,30.3,Tellecommunication Equipment
Finland,2004,106.5,Tellecommunication Equipment
Finland,2005,229,Tellecommunication Equipment
Finland,2006,185,Tellecommunication Equipment
Finland,2007,90.6,Tellecommunication Equipment
Finland,2008,160.5,Tellecommunication Equipment
Finland,2009,58,Tellecommunication Equipment
Finland,2010,199.8,Tellecommunication Equipment
Finland,2011,272.4,Tellecommunication Equipment
Finland,2012,116.2,Tellecommunication Equipment
Finland,2013,189.7,Tellecommunication Equipment
Finland,2014,270.1,Tellecommunication Equipment
Finland,2015,68.7,Tellecommunication Equipment
Finland,2016,26.2,Tellecommunication Equipment
Finland,2017,199.1,Tellecommunication Equipment
United States,2002,26.5,Tellecommunication Equipment
United States,2003,32.6,Tellecommunication Equipment
United States,2004,52.8,Tellecommunication Equipment
United States,2005,42.7,Tellecommunication Equipment
United States,2006,45.9,Tellecommunication Equipment
United States,2007,0,Tellecommunication Equipment
United States,2008,0,Tellecommunication Equipment
United States,2009,0,Tellecommunication Equipment
United States,2010,0,Tellecommunication Equipment
United States,2011,0,Tellecommunication Equipment
United States,2012,0,Tellecommunication Equipment
United States,2013,0,Tellecommunication Equipment
United States,2014,0,Tellecommunication Equipment
United States,2015,0,Tellecommunication Equipment
United States,2016,0,Tellecommunication Equipment
United States,2017,0,Tellecommunication Equipment
Others,2002,106.2,Tellecommunication Equipment
Others,2003,156.6,Tellecommunication Equipment
Others,2004,131.7,Tellecommunication Equipment
Others,2005,176.9,Tellecommunication Equipment
Others,2006,176.1,Tellecommunication Equipment
Others,2007,434.2,Tellecommunication Equipment
Others,2008,615.7,Tellecommunication Equipment
Others,2009,412.5,Tellecommunication Equipment
Others,2010,656,Tellecommunication Equipment
Others,2011,1362.2,Tellecommunication Equipment
Others,2012,1554.7,Tellecommunication Equipment
Others,2013,1550.9,Tellecommunication Equipment
Others,2014,1399.4,Tellecommunication Equipment
Others,2015,673,Tellecommunication Equipment
Others,2016,372.2,Tellecommunication Equipment
Others,2017,1521.1,Tellecommunication Equipment
China,2010,177.6018,Tobacco
China,2011,243.9059,Tobacco
China,2012,271.8294,Tobacco
China,2013,250.4885,Tobacco
China,2014,246.8124,Tobacco
China,2015,187.2622,Tobacco
China,2016,210.06,Tobacco
China,2017,247.5064,Tobacco
United States,2010,32.5628,Tobacco
United States,2011,30.3447,Tobacco
United States,2012,38.6486,Tobacco
United States,2013,63.7023,Tobacco
United States,2014,44.8255,Tobacco
United States,2015,43.5493,Tobacco
United States,2016,59.0946,Tobacco
United States,2017,58.0508,Tobacco
Turki,2010,36.2318,Tobacco
Turki,2011,43.5565,Tobacco
Turki,2012,40.2783,Tobacco
Turki,2013,51.0184,Tobacco
Turki,2014,47.9767,Tobacco
Turki,2015,39.8401,Tobacco
Turki,2016,44.4198,Tobacco
Turki,2017,22.7543,Tobacco
Brazil,2010,34.9404,Tobacco
Brazil,2011,60.7215,Tobacco
Brazil,2012,42.4989,Tobacco
Brazil,2013,48.6297,Tobacco
Brazil,2014,52.368,Tobacco
Brazil,2015,32.722,Tobacco
Brazil,2016,41.598,Tobacco
Brazil,2017,99.6342,Tobacco
Zimbabwe,2010,7.7638,Tobacco
Zimbabwe,2011,10.7476,Tobacco
Zimbabwe,2012,24.0411,Tobacco
Zimbabwe,2013,16.0931,Tobacco
Zimbabwe,2014,26.5726,Tobacco
Zimbabwe,2015,17.7416,Tobacco
Zimbabwe,2016,24.6267,Tobacco
Zimbabwe,2017,34.8526,Tobacco
India,2010,16.8737,Tobacco
India,2011,30.1325,Tobacco
India,2012,61.7011,Tobacco
India,2013,18.7606,Tobacco
India,2014,17.5891,Tobacco
India,2015,12.0675,Tobacco
India,2016,14.0552,Tobacco
India,2017,17.7805,Tobacco
Srilanka,2010,0,Tobacco
Srilanka,2011,0.3074,Tobacco
Srilanka,2012,3.3663,Tobacco
Srilanka,2013,4.8195,Tobacco
Srilanka,2014,7.8286,Tobacco
Srilanka,2015,10.7702,Tobacco
Srilanka,2016,12.8023,Tobacco
Srilanka,2017,10.5864,Tobacco
Italy ,2010,0.9711,Tobacco
Italy ,2011,0.4636,Tobacco
Italy ,2012,37.4919,Tobacco
Italy ,2013,29.385,Tobacco
Italy ,2014,15.5906,Tobacco
Italy ,2015,8.308,Tobacco
Italy ,2016,4.3844,Tobacco
Italy ,2017,7.9204,Tobacco
Hongkong,2010,0,Tobacco
Hongkong,2011,0,Tobacco
Hongkong,2012,0.6527,Tobacco
Hongkong,2013,0,Tobacco
Hongkong,2014,0,Tobacco
Hongkong,2015,6.7606,Tobacco
Hongkong,2016,0.3877,Tobacco
Hongkong,2017,0.0962,Tobacco
Greece,2010,21.2613,Tobacco
Greece,2011,10.6174,Tobacco
Greece,2012,14.6108,Tobacco
Greece,2013,12.246,Tobacco
Greece,2014,16.1603,Tobacco
Greece,2015,6.3541,Tobacco
Greece,2016,0.2615,Tobacco
Greece,2017,3.5533,Tobacco
Others,2010,50.5036,Tobacco
Others,2011,76.3909,Tobacco
Others,2012,123.8025,Tobacco
Others,2013,132.1584,Tobacco
Others,2014,94.0518,Tobacco
Others,2015,46.9527,Tobacco
Others,2016,65.5718,Tobacco
Others,2017,115.929,Tobacco
China,2010,290.7761,Vegetables
China,2011,343.1726,Vegetables
China,2012,304.8541,Vegetables
China,2013,423.9527,Vegetables
China,2014,424.7396,Vegetables
China,2015,426.1399,Vegetables
China,2016,511.2929,Vegetables
China,2017,606.2517,Vegetables
Myanmar ,2010,28.4836,Vegetables
Myanmar ,2011,44.1854,Vegetables
Myanmar ,2012,37.8925,Vegetables
Myanmar ,2013,47.8701,Vegetables
Myanmar ,2014,60.4206,Vegetables
Myanmar ,2015,30.6246,Vegetables
Myanmar ,2016,34.9541,Vegetables
Myanmar ,2017,43.3524,Vegetables
United States,2010,19.9857,Vegetables
United States,2011,24.2434,Vegetables
United States,2012,22.6427,Vegetables
United States,2013,20.0605,Vegetables
United States,2014,16.9811,Vegetables
United States,2015,19.1909,Vegetables
United States,2016,30.7027,Vegetables
United States,2017,17.3261,Vegetables
Australia,2010,14.1511,Vegetables
Australia,2011,21.1587,Vegetables
Australia,2012,21.667,Vegetables
Australia,2013,29.8779,Vegetables
Australia,2014,24.6896,Vegetables
Australia,2015,15.0403,Vegetables
Australia,2016,21.6001,Vegetables
Australia,2017,18.483,Vegetables
New Zealand,2010,5.9833,Vegetables
New Zealand,2011,7.4052,Vegetables
New Zealand,2012,7.0438,Vegetables
New Zealand,2013,6.8651,Vegetables
New Zealand,2014,14.7167,Vegetables
New Zealand,2015,11.0481,Vegetables
New Zealand,2016,20.717,Vegetables
New Zealand,2017,23.7018,Vegetables
Canada,2010,7.7207,Vegetables
Canada,2011,11.4479,Vegetables
Canada,2012,13.3135,Vegetables
Canada,2013,20.1861,Vegetables
Canada,2014,10.6074,Vegetables
Canada,2015,8.7514,Vegetables
Canada,2016,17.4178,Vegetables
Canada,2017,6.8983,Vegetables
Netherland,2010,2.4772,Vegetables
Netherland,2011,4.6719,Vegetables
Netherland,2012,4.567,Vegetables
Netherland,2013,0.1161,Vegetables
Netherland,2014,6.2414,Vegetables
Netherland,2015,8.141,Vegetables
Netherland,2016,15.3986,Vegetables
Netherland,2017,10.7703,Vegetables
Ethiopia,2010,1.4305,Vegetables
Ethiopia,2011,4.3317,Vegetables
Ethiopia,2012,4.6466,Vegetables
Ethiopia,2013,9.1001,Vegetables
Ethiopia,2014,18.4872,Vegetables
Ethiopia,2015,8.124,Vegetables
Ethiopia,2016,11.3579,Vegetables
Ethiopia,2017,24.0445,Vegetables
India,2010,15.8723,Vegetables
India,2011,27.6213,Vegetables
India,2012,21.605,Vegetables
India,2013,38.5784,Vegetables
India,2014,25.1177,Vegetables
India,2015,5.5855,Vegetables
India,2016,7.8287,Vegetables
India,2017,39.9476,Vegetables
Germany,2010,0.1379,Vegetables
Germany,2011,2.8826,Vegetables
Germany,2012,1.4855,Vegetables
Germany,2013,3.947,Vegetables
Germany,2014,2.8381,Vegetables
Germany,2015,5.3857,Vegetables
Germany,2016,7.4974,Vegetables
Germany,2017,9.9952,Vegetables
Others,2010,44.8858,Vegetables
Others,2011,107.9629,Vegetables
Others,2012,63.8725,Vegetables
Others,2013,40.2036,Vegetables
Others,2014,39.1836,Vegetables
Others,2015,20.0498,Vegetables
Others,2016,17.112,Vegetables
Others,2017,19.9028,Vegetables
